slug;name_en;name_ru
shoulders-stretch-variation-two;Shoulders Stretch Variation Two;Растяжка плеч, вариант 2
side-lunges;Side Lunges;Боковые выпады
side-plank-reach-through;Side Plank Reach Through;Боковая планка протягивание руки
side-plank-up-down;Side Plank Up Down;Боковая планка вверх вниз
side-step-on-and-off-box;Side Step On And Off Box;Боковой ступеньке на и с коробке
sideways-scissor-kick;Sideways Scissor Kick;Боковые ножницы ногами
single-arm-overhead-squat;Single Arm Overhead Squat;Одной рукой над головой приседание
single-arm-rapunzel-pushdown;Single Arm Rapunzel Pushdown;Одной рукой разгибание рук вниз «Рапунцель»
single-leg-balance-2;Single Leg Balance 2;Баланс на одной ноге 2
single-leg-bosu-ball-balance-2;Single Leg Bosu Ball Balance 2;Баланс на одной ноге на BOSU 2
single-leg-box-jump;Single Leg Box Jump;Одной ноги на коробке прыжок
single-leg-concentric-squat;Single Leg Concentric Squat;Одной ноги концентрический приседание
single-leg-eccentric-box-squat;Single Leg Eccentric Box Squat;Одной ноги эксцентрический приседание на бокс
single-leg-glute-bridge;Single Leg Glute Bridge;Одной ноги ягодичный мост
single-leg-slider-hamstring-curl-2;Single Leg Slider Hamstring Curl 2;Одной ноги со слайдерами сгибание ног на заднюю поверхность бедра 2
single-legged-romanian-deadlifts;Single Legged Romanian Deadlifts;Румынская становая тяга на одной ноге
situp;Situp;Подъём туловища
skater-squat;Skater Squat;Конькобежец приседание
skydiver;Skydiver;Парашютист
slalom-mountain-climber;Slalom Mountain Climber;Альпинист слаломом
slider-hamstring-curl;Slider Hamstring Curl;Со слайдерами сгибание ног на заднюю поверхность бедра
slider-hamstring-curl-eccentric;Slider Hamstring Curl Eccentric;Со слайдерами сгибание ног на заднюю поверхность бедра эксцентрический
slider-hamstring-curl-single-leg;Slider Hamstring Curl Single Leg;Со слайдерами сгибание ног на заднюю поверхность бедра одной ноги
slow-tempo-mountain-climber;Slow Tempo Mountain Climber;Альпинист в медленном темпе
smith-machine-assisted-pullup;Smith Machine Assisted Pullup;С поддержкой подтягивание в тренажёре Смита
smith-machine-bench-press;Smith Machine Bench Press;Жим лёжа в тренажёре Смита
smith-machine-bodyweight-skullcrusher;Smith Machine Bodyweight Skullcrusher;Французский жим с собственным весом в тренажёре Смита
smith-machine-calf-raise;Smith Machine Calf Raise;Подъём на носки в тренажёре Смита
smith-machine-close-grip-bench-press;Smith Machine Close Grip Bench Press;Жим лёжа узким хватом в тренажёре Смита
smith-machine-drag-curl;Smith Machine Drag Curl;Сгибание рук вдоль тела в тренажёре Смита
smith-machine-glute-kickback;Smith Machine Glute Kickback;Отведение ноги назад на ягодицы в тренажёре Смита
smith-machine-guillotine-bench-press;Smith Machine Guillotine Bench Press;Жим «гильотина» лёжа в тренажёре Смита
smith-machine-hanging-knee-tuck;Smith Machine Hanging Knee Tuck;В висе подтягивание коленей в тренажёре Смита
smith-machine-hip-thrust;Smith Machine Hip Thrust;Ягодичный мост с опорой плечами в тренажёре Смита
smith-machine-incline-bench-press;Smith Machine Incline Bench Press;Жим лёжа на наклонной скамье в тренажёре Смита
smith-machine-inverted-row;Smith Machine Inverted Row;Австралийские подтягивания в тренажёре Смита
smith-machine-leg-press;Smith Machine Leg Press;Ноги жим в тренажёре Смита
smith-machine-narrow-stance-squat;Smith Machine Narrow Stance Squat;Приседание с узкой постановкой ног в тренажёре Смита
smith-machine-oblique-crunch;Smith Machine Oblique Crunch;Скручивание на косые мышцы живота в тренажёре Смита
smith-machine-overhand-row;Smith Machine Overhand Row;Прямым хватом тяга в тренажёре Смита
smith-machine-pushup;Smith Machine Pushup;Отжимание в тренажёре Смита
smith-machine-reverse-crunch-hip-raise;Smith Machine Reverse Crunch Hip Raise;Обратный скручивание тазобедренных суставов подъём в тренажёре Смита
smith-machine-reverse-lunge;Smith Machine Reverse Lunge;Обратный выпад в тренажёре Смита
smith-machine-romanian-deadlift;Smith Machine Romanian Deadlift;Румынская становая тяга в тренажёре Смита
smith-machine-seated-calf-raise;Smith Machine Seated Calf Raise;Сидя подъём на носки в тренажёре Смита
smith-machine-seated-overhead-press;Smith Machine Seated Overhead Press;Сидя жим над головой в тренажёре Смита
smith-machine-side-bend;Smith Machine Side Bend;Наклон в сторону в тренажёре Смита
smith-machine-side-plank-up-down;Smith Machine Side Plank Up Down;Боковая планка вверх вниз в тренажёре Смита
smith-machine-single-leg-hip-thrust;Smith Machine Single Leg Hip Thrust;Одной ноги ягодичный мост с опорой плечами в тренажёре Смита
smith-machine-sissy-squat;Smith Machine Sissy Squat;Сисси-присед в тренажёре Смита
smith-machine-situp;Smith Machine Situp;Подъём туловища в тренажёре Смита
smith-machine-skullcrusher;Smith Machine Skullcrusher;Французский жим лёжа в тренажёре Смита
smith-machine-split-squat;Smith Machine Split Squat;Сплит-присед в тренажёре Смита
smith-machine-squat;Smith Machine Squat;Приседание в тренажёре Смита
smith-machine-staggered-deadlift;Smith Machine Staggered Deadlift;Со смещённой стойкой становая тяга в тренажёре Смита
smith-machine-sumo-romanian-deadlift;Smith Machine Sumo Romanian Deadlift;Сумо румынская становая тяга в тренажёре Смита
smith-machine-underhand-row;Smith Machine Underhand Row;Обратным хватом тяга в тренажёре Смита
smith-machine-upright-row;Smith Machine Upright Row;Тяга к подбородку в тренажёре Смита
soleus-stretch;Soleus Stretch;Камбаловидной мышцы растяжка
sphinx-pose;Sphinx Pose;Поза сфинкса
split-squat;Split Squat;Сплит-присед
stability-ball-atomic-push-up;Stability Ball Atomic Push Up;Атомное отжимание на фитболе
